Key,English [en-GB]
event_city_campaign_1_intro,"You decide to unwind at the Sleeping Lion, but just as you are starting to relax, a bear of a man crashes into your table, scattering your drinks across the floor.

Towering over him is a massive Inox. “What did you say about my horns?” the Inox shouts. The man stands up and brushes shards of glass from his tunic. “I said the sight of them makes me want to vomit!”

The Inox roars and charges headlong into the man, crashing through more tables in the process. At this, the entire tavern erupts into violence. After all, when a man is deep into his drink, the last thing you want to do is knock that drink over."
event_city_campaign_1_option_a,Join the fray! These insults will not go unanswered!
event_city_campaign_1_option_b,Do your best to stop the fighting. This is a respectable establishment. 
event_city_campaign_1_result_a,"Nothing like busting some drunken skulls to lift one’s spirits. It turns out to be a great way to unwind. Unfortunately, the proprietor of the Sleeping Lion doesn’t exactly see it that way, and he sullenly asks for compensation for the damage you caused."
event_city_campaign_1_result_b,"After restraining the enraged Inox and offering to replace the drinks of a few of the more belligerent patrons, you calm the
place down a bit. Some of the non-human patrons are understandably on edge, but the proprietor thanks you for your efforts and reimburses you for the drinks."
event_city_campaign_20_intro,"You are relaxing at the Sleeping Lion when an immaculately dressed man approach your table, a fake smile plastered to his face.

“Ah, you must be the mercenaries everyone is talking about, yes? My name is Lord Greymane and I have a delicate matter to discuss. May I sit?”

You gesture to a chair and he sits with a faint grimace. “I am transporting some valuable goods this evening from one of my warehouses, and I have reason to believe that some of the less desirable elements of this city wish to steal from me. I would like to hire you to help guard the undertaking.”"
event_city_campaign_20_option_a,Agree to guard the goods. It should be easy money.
event_city_campaign_20_option_b,Politely decline. You have much better things to do tonight. 
event_city_campaign_20_result_a_a,"You head to the warehouse and watch in silence as a number of heavy crates are loaded onto a cart. You then escort the cart to the West Gate. No thefts are attempted, and you are paid well."
event_city_campaign_20_result_a_b,"You head to the warehouse and are immediately set upon by a group of thieves. However, they prove no match for
your expertise and are quickly dispatched. Greymane thanks you."
event_city_campaign_20_result_b,"This is your night off, and you are going to spend it drinking, not guarding some snobby “lord.”

In the morning, you hear news that a shipment of rare minerals bound for the capital was stolen in the night. People are calling it a huge blow to the economy of the town."
event_city_campaign_21_intro,"“I’ve been told you are the group to talk to if you want to get
something done around here.”

You look up from your table at the Sleeping Lion to see a rustic man in leather armor standing in front of you.

This tavern may as well be your office, due to the number of people coming through the doors looking for your help. You nod at the man, and he makes his request.

“My brother went out hunting in the Corpsewood two days ago and hasn’t returned since. I fear the worst. If you are traveling in that direction, I hope you wouldn’t mind keeping an eye out for him.”"
event_city_campaign_21_option_a,Demand payment up front before agreeing to look for the man's brother. 
event_city_campaign_21_option_b,Agree to help the man in his search. 
event_city_campaign_21_result_a_a,"“What? I... Oh, very well,” the man stutters. “Since I trust you to keep your word, I’ll give you a little money for your trouble.” The man describes his brother and hands you a small coin pouch."
event_city_campaign_21_result_a_b,"The man puffs up in indignation, letting you know he is insulted
by your behavior. He storms out of the tavern in a rage."
event_city_campaign_21_result_b,"The man thanks you profusely and gives a detailed description of his brother. “If you find him, no matter the condition, please let me know right away.”"
event_city_campaign_22_intro,"You decide to head to the Brown Door for the evening to enjoy a Quatryl concert.

Corruption and crime run rampant in the bar, but the music is unmatched in all of Gloomhaven.

You are enjoying yourself immensely when you catch a glimpse of a man in a dark, tattered robe near the back of the room. He appears to be handing vials full of red liquid to a second man."
event_city_campaign_22_option_a,Further investigate the exchange between the men.
event_city_campaign_22_option_b,Leave the criminal element alone and continue enjoying the show. 
event_city_campaign_22_result_a,"You subtly move in the direction of the men, monitoring their actions with your peripheral vision. You recognize the dark robes from the run-ins you have had with cultists in the area, and as you get closer, you become convinced that the vials being traded contain blood. You grab the men and cause a huge amount of commotion as you fight to drag them outside and foil their dealings. You are able to hand them off to the proper authorities, but it may be a while before you are allowed back in the Brown Door. The concert was ruined."
